NAME	DESCRIPTION	post_BRAFi_patB04	post_BRAFi_patB08	post_BRAFi_patB16	post_BRAFi_patB30	pre_BRAFi_patB04	pre_BRAFi_patB08	pre_BRAFi_patB16	pre_BRAFi_patB30
BTBD8	BTBD8	7.742483348	8.513891298	7.53490304	7.579681301	7.117426261	7.658919607	8.027525508	7.58952447
BTBD9	BTBD9	6.958498353	7.594465737	7.104206676	7.130455286	7.100761902	7.071112292	6.956371195	7.473956018
BTC	BTC	6.910839461	7.108903416	6.92662811	6.935442942	6.892578642	6.956271992	7.066741284	7.007236602
BTD	BTD	6.936443993	7.350531493	7.191595128	7.557888103	7.187592365	7.085755762	6.971370844	7.127070986
BTF3	BTF3	13.08464726	12.78627037	12.44764078	11.91757732	13.07748735	12.698129	12.32368399	12.64388469
BTF3L1	BTF3L1	6.968644865	6.938759779	6.92317127	7.106447025	6.960878851	6.950628611	7.077976639	7.095232587
BTF3L4	BTF3L4	8.735529153	7.664138214	9.286954401	9.325834913	9.068186818	9.548976937	7.439727636	7.333202442
BTG1	BTG1	12.34705982	11.79997927	11.1959278	12.05742267	11.58810971	11.36431305	11.80814267	11.58301349
BTG2	BTG2	11.64305542	11.32521616	10.41974797	9.250016904	10.00168211	10.6941138	10.23060882	9.894299374
BTG3	BTG3	11.79782169	10.2724995	13.11916321	12.04562622	11.99556731	12.35334125	11.80919348	11.52020135
BTG4	BTG4	6.792743294	6.963704594	7.103982187	7.005582935	6.91469503	6.926342185	6.98964013	6.964534373
BTK	BTK	7.262215307	8.131656825	7.812384377	9.559606482	8.504432104	7.736201832	8.685283806	9.182718225
BTLA	BTLA	7.860184051	7.458047506	8.14071046	7.296207164	8.01359594	7.360206432	7.560712942	7.933693347
BTN1A1	BTN1A1	8.750612221	7.244659196	10.05381025	8.487608662	7.722586174	9.142736116	7.45424705	6.918328051
BTN2A1	BTN2A1	9.541475369	10.40542639	8.711113242	10.38723958	10.15031368	10.26289416	8.233212538	9.078618019
BTN2A2	BTN2A2	8.51093403	8.459437842	8.740091968	10.77235495	9.511714547	10.23139966	8.816647267	10.35145246
BTN2A3	BTN2A3	7.236061573	7.893758394	7.104878788	7.258919968	7.833705162	8.147735499	7.517312913	7.473956018
BTN3A1	BTN3A1	8.885316813	8.725257798	7.520821299	10.56813976	10.26243832	10.22598633	9.43169969	10.60002266
BTN3A2	BTN3A2	11.75553958	10.30367398	8.771345631	9.519361645	11.60272411	10.71496575	9.782471108	10.90382224
BTN3A3	BTN3A3	10.51981866	8.962707147	8.291478038	8.412536198	10.14100335	9.247947742	7.984260135	9.871674932
BTNL2	BTNL2	6.94154322	6.898429341	6.985024398	6.922421722	6.936219309	6.956271992	6.975067493	6.916162732
BTNL3	BTNL3	10.23587635	12.71925452	8.136729114	7.754987162	9.351434495	7.762324997	7.845819536	7.971193927
BTNL8	BTNL8	6.867634623	6.948112182	6.872135533	6.966851991	6.860603907	6.948295613	6.831851331	6.874624576
BTNL9	BTNL9	7.659257373	8.31209586	6.96689847	7.830883774	9.037519942	8.397437366	9.942735933	9.848967731
BTRC	BTRC	7.084891662	7.272206024	7.266891968	7.026844846	6.900318594	7.208707845	7.037932478	6.931488656
BUB1	BUB1	6.998999908	7.069437418	7.555263094	8.24784838	7.014774256	7.185828376	6.972605433	6.879160822
BUB1B	BUB1B	6.910839461	7.161114639	7.102856358	7.077394832	7.076984721	7.046712169	6.933236711	6.977037829
BUB3	BUB3	13.40553312	13.72120933	13.71065431	13.89303545	13.52178834	13.6453838	13.68591915	13.67852175
BUD13	BUD13	8.128962734	8.303042568	8.304069799	9.847777071	8.166298285	8.116076978	8.468967981	8.958517555
BUD31	BUD31	9.299546866	9.154296448	8.982876267	10.39054814	9.254662399	9.604713731	9.88458345	9.793779608
BVES	BVES	8.602626308	7.454212515	8.217572458	7.969888915	8.318117598	8.406281802	8.004884346	7.267948785
BYSL	BYSL	7.904101532	6.881329168	9.037603517	10.86207321	8.81232339	10.13655853	9.767279244	8.87526559
BZRAP1	BZRAP1	7.103667054	7.706062112	7.273250821	8.895077991	7.553142085	7.622884178	7.323997518	7.392739489
BZRPL1	BZRPL1	6.951723545	7.070328372	7.254773312	7.177796867	7.759806872	7.087933777	6.963913563	6.946853778
BZW1	BZW1	7.049475217	8.378144424	9.664918609	9.868982033	7.992459319	8.146189268	7.446137657	8.244900777
BZW2	BZW2	9.653418938	8.838281522	11.55502911	12.51534565	10.66491208	11.95798675	9.914818142	9.938672579
C10ORF10	C10ORF10	10.88524459	9.527867064	7.627459338	9.125699986	10.57943869	8.466813033	9.295239871	8.675049347
C10ORF104	C10ORF104	7.346304323	9.601041051	10.18705024	10.41831019	8.681893775	9.528352231	9.008273231	9.883380634
C10ORF107	C10ORF107	6.910839461	6.939990223	7.098986108	7.031208368	6.983921841	7.395019875	6.926676341	7.007236602
C10ORF11	C10ORF11	9.081224965	7.430025996	8.1150292	9.45778243	8.856783884	8.291325891	8.635823642	9.000522574
C10ORF110	C10ORF110	8.676809281	6.943711763	9.712849078	6.914841878	8.599513219	8.263259135	8.826220646	7.057364307
C10ORF111	C10ORF111	6.90225782	6.966382896	6.970034003	6.912871091	6.949442211	6.895591504	6.888877242	6.87587657
C10ORF113	C10ORF113	7.824497598	6.892483127	7.738516661	6.939865089	7.365551023	7.064869149	7.735541556	7.989761971
C10ORF114	C10ORF114	6.956805488	6.917982941	7.052177167	7.249644711	7.088285387	7.131688364	7.227026756	7.172975453
C10ORF116	C10ORF116	13.09723775	15.14807927	13.18595631	14.67343801	13.3572677	13.58872847	14.43452856	14.01046367
C10ORF118	C10ORF118	6.94154322	7.580807806	7.014282167	6.977395168	6.992403382	7.023080311	6.930619523	7.05478552
C10ORF119	C10ORF119	8.933716983	9.968422021	10.89579604	9.663450172	9.370399908	9.88758778	9.787300066	9.751903767
C10ORF12	C10ORF12	11.46171257	11.40824298	11.69699702	8.540381142	10.90400957	10.27371187	10.27193371	10.02205072
C10ORF120	C10ORF120	6.944939242	6.910032733	7.019189223	6.929334948	7.026401854	6.911834103	6.968894555	6.887505343
C10ORF125	C10ORF125	7.074742412	7.093958712	6.88056843	7.264083005	7.112485184	7.086378124	7.124152134	7.302074301
C10ORF129	C10ORF129	6.950028398	7.128915808	7.144199111	6.931972667	6.955124157	7.020229782	7.037932478	6.919436494
C10ORF131	C10ORF131	7.227617216	6.991585624	7.222488844	6.901124779	7.204820804	6.999204051	7.105350595	7.533792277
C10ORF137	C10ORF137	7.185323099	8.836189961	7.630651305	9.865688325	7.427873775	9.206491486	7.538794638	7.31586652
C10ORF140	C10ORF140	6.926225229	7.452291296	7.194717484	7.736114963	7.054150325	7.179953747	7.377905667	7.815077404
C10ORF141	C10ORF141	7.151444127	7.601227691	7.052177167	7.080821571	6.943829679	7.035394082	7.133428982	6.99255673
C10ORF2	C10ORF2	8.443330177	7.943139073	8.655548074	9.822756306	8.48405379	8.91891997	9.103883386	7.495125244
C10ORF25	C10ORF25	6.946636261	6.924366278	6.943910694	6.97254489	6.944527567	6.985690926	7.003869269	6.876246817
C10ORF26	C10ORF26	7.066311821	7.655383414	7.129744058	7.306594137	7.234431829	7.218602702	7.577415925	7.481016629
C10ORF27	C10ORF27	10.99754744	7.00801758	9.426771519	7.235272064	8.049669172	7.420846781	10.82211807	6.954597078
C10ORF28	C10ORF28	7.185323099	7.841863493	7.639379092	7.839079596	7.23665059	7.512801983	7.390884775	8.110382369
C10ORF30	C10ORF30	7.064627273	6.942466167	7.98326178	7.038660885	6.922000695	7.19726798	6.993229671	6.927685689
C10ORF31	C10ORF31	8.707995042	7.001197087	7.270217375	7.131395899	7.256767377	7.103472465	8.337311914	7.914762521
C10ORF32	C10ORF32	9.466170802	9.126090655	7.265946981	9.321707203	10.07917092	9.450683473	9.497828199	10.33443153
C10ORF33	C10ORF33	7.677873891	7.374660937	8.489847486	11.49274271	8.672175757	8.750605652	7.366638098	10.31715399
C10ORF35	C10ORF35	7.727115395	8.009640312	9.465990734	10.19155834	9.894729542	8.136629652	8.318350849	8.713059763
C10ORF37	C10ORF37	6.871121081	6.95645835	6.984020062	6.920244716	6.959433182	6.91808651	6.90800036	6.977037829
C10ORF4	C10ORF4	12.90458931	10.73187253	11.75404923	8.439592818	11.6351703	10.75134057	12.07575857	10.35592709
C10ORF40	C10ORF40	7.051158135	6.9704447	7.224677515	6.953066632	7.03920216	7.015470724	7.282632863	6.880588999
C10ORF46	C10ORF46	10.54439201	8.9247878	9.378904538	7.251703691	9.633646924	9.208081737	9.951708715	7.739149648
C10ORF47	C10ORF47	7.100232305	8.080094432	10.31451285	9.213763379	7.450942203	8.810478871	7.757801101	8.853061737
C10ORF53	C10ORF53	7.280372324	7.045946951	7.728351695	6.95351282	7.540732586	7.395952979	7.086954006	7.182456614
C10ORF54	C10ORF54	6.960190685	9.150890435	7.139011006	8.723275359	6.997101038	7.406841428	7.414771317	6.990544071
C10ORF55	C10ORF55	6.978775314	7.008783959	7.011802418	6.944573018	6.953696978	6.948962751	7.005039485	6.935455657
C10ORF57	C10ORF57	6.9956318	7.451329766	7.15738489	8.288348856	7.063165332	7.235922323	7.01431497	7.081344526
C10ORF58	C10ORF58	14.96220688	14.58182325	14.73341324	13.98697405	14.8596087	14.21922496	14.71207889	14.7656066
C10ORF59	C10ORF59	7.351490971	8.850771668	10.61314953	10.24640246	9.479672452	8.789403511	8.640537437	9.363624068
C10ORF6	C10ORF6	8.293783501	9.120634883	10.26081606	11.42289827	9.393110578	11.21030824	9.46647265	9.649804292
C10ORF61	C10ORF61	9.539895317	8.785740722	8.898140607	7.198735327	9.292092516	7.828664721	8.293477938	9.812861125
C10ORF62	C10ORF62	6.948332642	6.955808097	7.31531806	7.078248907	7.036613268	6.962214499	7.096718756	6.948363838
C10ORF65	C10ORF65	10.30463434	7.273227045	10.60655068	11.19445061	11.33875582	10.59200641	10.24689377	11.67254196
C10ORF67	C10ORF67	7.032651409	7.338398426	7.320569994	7.687577024	7.050590235	9.182318848	7.271166903	7.100893858
C10ORF68	C10ORF68	7.608244887	7.047647467	7.494592895	7.388362409	7.126401121	6.965830387	7.142669829	7.073201024
C10ORF71	C10ORF71	7.067996736	6.906124773	7.342731599	6.925306792	6.943829679	7.050789436	6.960152997	6.890797001
C10ORF72	C10ORF72	7.189213388	7.656980768	7.163237894	7.158187086	7.359628769	7.220148887	7.120423653	6.99255673
C10ORF76	C10ORF76	9.994595874	8.966283279	8.521026819	9.382781463	8.566499031	9.283479606	9.048615282	8.655635334
C10ORF78	C10ORF78	10.0178876	9.625784126	9.769495458	8.908811893	9.787848589	9.177032947	9.686609827	9.38657564
C10ORF79	C10ORF79	7.005733746	6.9597307	7.209532691	6.902404938	7.011507339	7.162945538	7.45424705	7.127070986
C10ORF81	C10ORF81	7.155115192	11.20082547	7.033787689	7.871109703	8.672988326	6.996959827	7.099610894	7.115299223
C10ORF82	C10ORF82	6.951723545	6.95645835	7.002026699	6.927748117	6.990073609	7.028139385	6.866484745	6.898121855
C10ORF84	C10ORF84	6.878076736	8.724936507	8.611552784	9.01532054	8.749512028	7.916691302	6.9358446	8.551929242
C10ORF85	C10ORF85	6.895373034	6.951295034	6.915400242	6.97254489	7.130422605	7.078594298	6.96516236	6.938192606
C10ORF88	C10ORF88	6.85538372	7.247716518	7.183001624	8.166645299	6.936906263	7.45199222	6.976294962	6.875390241
C10ORF90	C10ORF90	10.70616353	7.02128263	9.643646741	10.6091462	10.31643877	10.64301934	7.086954006	10.54668261
C10ORF91	C10ORF91	6.876339926	6.913417232	6.984355127	6.898738382	6.957992209	6.946625755	6.930619523	6.928935265
C10ORF92	C10ORF92	6.912552731	6.917982941	7.054909787	7.113738305	6.901614601	7.009426902	6.967652857	6.898121855
C10ORF93	C10ORF93	7.015830018	7.082035054	7.117268019	7.038660885	6.98698673	7.167584693	6.992035544	7.37515354
C10ORF95	C10ORF95	7.074742412	7.035060963	7.105325737	6.923553734	7.001850308	7.002404959	7.096718756	7.241084559
C10ORF96	C10ORF96	6.934742801	6.869838216	7.168933037	6.930638533	6.924680104	7.091665935	6.912040236	7.022961802
C10ORF99	C10ORF99	7.046109755	6.953220963	8.922013255	7.101936305	7.059539886	7.300941333	7.093810289	7.032404893
C11ORF1	C11ORF1	12.01180358	10.84637298	11.26066387	11.39941622	11.37614465	10.49564026	9.334179509	11.19248953
C11ORF10	C11ORF10	13.21980944	12.73783691	13.68826939	15.25150695	13.89672835	14.48819775	13.74699714	13.90753606
C11ORF16	C11ORF16	6.926225229	6.971810617	6.950499352	6.907583546	6.896441405	6.945956996	6.926676341	7.145114604
C11ORF17	C11ORF17	10.70169019	9.980775829	11.68404531	11.75720446	11.75219802	11.55107527	12.02271549	11.88507902
C11ORF2	C11ORF2	11.25545904	12.94781657	12.82078829	12.87202385	11.61534042	13.02961338	12.26456133	12.42681877
C11ORF20	C11ORF20	7.025923167	6.951295034	7.071548571	6.955774773	7.011507339	7.004322706	7.108200322	6.875566248
C11ORF21	C11ORF21	7.233938055	8.033103012	7.189801464	7.18175966	7.042676717	7.264390913	7.167690406	8.205658768
C11ORF24	C11ORF24	8.293783501	9.869420572	8.053473481	9.356215475	9.492104282	8.461991124	9.240599073	10.29598006
C11ORF30	C11ORF30	7.000683646	6.919711416	6.899890629	6.920510545	6.957273469	6.934512872	6.933236711	6.939589018
C11ORF31	C11ORF31	7.336060504	8.680938311	9.016130877	7.012207567	7.894547957	8.546442883	7.581156711	7.983586203
C11ORF35	C11ORF35	7.221369633	8.319802036	7.890538062	7.489693252	7.935451599	7.900164775	9.612433212	6.922866099
C11ORF36	C11ORF36	6.944939242	6.969764	6.955197522	6.92413072	6.941742164	6.963201794	6.971370844	6.925240332
C11ORF37	C11ORF37	7.280372324	7.048500216	6.992638973	6.960454601	7.111500894	6.941598406	6.903939948	7.115299223
C11ORF40	C11ORF40	8.670495917	6.922030423	7.694110102	6.981852963	7.113470789	6.969762177	7.126012012	7.32972743
C11ORF41	C11ORF41	9.557142677	7.186983865	12.53580504	14.35512508	9.577396104	13.1142457	12.68748717	13.30874436
C11ORF42	C11ORF42	6.893648974	6.941845284	7.363361414	6.896416992	6.919999364	6.920503661	6.927993052	7.29863794
C11ORF44	C11ORF44	7.047792427	7.141501571	7.162577397	6.962872986	7.848375973	6.967142439	7.241619814	7.221237782
C11ORF45	C11ORF45	12.33688296	8.354720123	10.65720693	8.406738928	10.03303569	8.079710224	10.69530765	6.935455657
C11ORF46	C11ORF46	7.086588239	7.291602516	7.117689748	7.4750048	7.427873775	7.361138354	8.133560941	7.308961314
C11ORF47	C11ORF47	9.557142677	9.010162546	7.343312038	7.736877365	8.160757544	7.851145665	9.979855113	8.958517555
C11ORF48	C11ORF48	9.104655177	9.996072339	10.37232972	9.246749843	9.756379894	9.555283971	7.928455134	9.854075003
C11ORF49	C11ORF49	10.8280511	11.38326532	11.26453012	8.068340676	11.68908151	10.29172162	10.77380648	10.96983169
C11ORF51	C11ORF51	7.318541879	8.199488332	7.253855149	7.169910665	7.916253812	7.76800437	7.436548477	7.498649202
C11ORF52	C11ORF52	6.891923729	7.355574442	6.961619734	6.934381503	6.952274295	6.97661248	7.386522351	6.968005838
C11ORF53	C11ORF53	6.926225229	7.035887752	7.111489057	6.937988065	6.891936082	6.972702615	7.351549654	6.877974463
C11ORF54	C11ORF54	7.005733746	7.638459326	7.088420578	8.156638434	7.09305583	7.622575188	7.042310949	7.192027636
C11ORF55	C11ORF55	9.085945591	9.117899672	8.373510079	7.726145824	9.034471166	8.143609752	9.51529167	9.754817571
C11ORF57	C11ORF57	7.061258888	7.425145844	7.386989541	9.438802552	7.320894612	7.696825527	7.143593207	7.715720824
C11ORF58	C11ORF58	8.990647966	10.61586954	11.28022029	11.28114857	9.693080715	11.10951805	10.26164193	10.71284896
C11ORF59	C11ORF59	11.7773594	11.8544297	11.9762699	13.34750728	12.12466764	12.29413036	12.48402196	12.72784891
C11ORF60	C11ORF60	8.358417791	6.894096855	7.271810942	10.1402244	8.726319258	7.460718116	7.596220248	6.911045704
C11ORF61	C11ORF61	10.25208191	11.49346848	11.01782984	11.24021993	11.53815072	10.61953791	10.92029293	11.68925324
C11ORF63	C11ORF63	9.99361285	9.924632325	9.504762813	8.033644147	9.058050699	8.824153247	10.04151108	8.934319104
C11ORF65	C11ORF65	7.932172521	8.420203872	7.223947599	7.582372334	8.000695358	7.634613896	8.131541636	7.637728717
C11ORF66	C11ORF66	6.934742801	6.955159237	6.963386673	6.967867911	6.998678347	6.927368009	7.003869269	7.092424302
C11ORF67	C11ORF67	8.235642881	8.709110992	7.353709139	8.269758292	8.294273516	9.21586785	8.608803562	9.311064847
C11ORF68	C11ORF68	8.545495278	7.431974201	7.542015498	9.311872637	7.968816728	8.060500852	7.246945852	8.116266793
C11ORF70	C11ORF70	6.997315964	6.89087499	6.971073917	7.403719044	7.084494962	7.027507577	7.16024393	6.99255673
C11ORF71	C11ORF71	7.213150486	7.173007966	7.505357252	7.547739427	7.070492309	7.484724911	7.156534621	7.022961802
C11ORF72	C11ORF72	8.380867697	6.947479615	8.388981413	7.616705564	7.169567854	8.172324685	7.248018641	7.610249152
C11ORF73	C11ORF73	7.153276974	7.819660231	7.268471977	7.745222238	7.449724536	7.376053496	7.258890663	7.572180105
C11ORF74	C11ORF74	11.12917977	8.903183158	9.855701743	9.964928928	10.63536196	10.19124714	9.586083421	8.511647458
C11ORF75	C11ORF75	6.982149084	9.452935363	8.169280912	10.1247934	6.996314537	8.036532368	7.170494732	6.971557782
C11ORF76	C11ORF76	7.181459627	7.070328372	6.984689906	7.044784925	7.558110923	7.144072707	7.119489506	7.428021522
C11ORF80	C11ORF80	10.49676164	12.1702305	11.3056549	9.888894736	11.03491902	9.924651821	11.46548906	11.15612718
C11ORF82	C11ORF82	7.248980977	7.397577667	8.023643118	8.118600315	7.286267499	7.797738372	7.009696399	7.281532837
C11ORF83	C11ORF83	9.846966084	10.46432271	9.761740147	9.039290735	9.711533699	8.988917006	10.08911831	9.714507822
C11ORF84	C11ORF84	7.115781761	7.208114089	7.405169088	8.802342794	7.033183953	7.687379145	7.344842785	7.627444649
C11ORF85	C11ORF85	7.051158135	6.967730878	7.209532691	6.91719313	7.036613268	7.2059251	7.025693471	7.163588462
C11ORF86	C11ORF86	7.052841192	7.189991185	6.912257265	6.902519968	6.998678347	6.95428376	6.891636213	6.931488656
C11ORF87	C11ORF87	6.922812467	6.997467108	7.086008548	6.951302486	6.986218458	6.933835041	7.169559144	7.02065195
C11ORF88	C11ORF88	7.015830018	6.957110002	7.119993745	7.016977177	6.906166487	6.965173804	7.304054798	6.87668178
C11ORF9	C11ORF9	10.15707199	11.534878	10.85755984	7.708240527	8.776056516	9.885029594	9.141010172	6.898121855
C11ORF92	C11ORF92	6.893648974	7.345480982	7.044389833	7.057448042	6.941742164	6.926342185	6.898494241	6.874621502
C12ORF10	C12ORF10	13.15823413	13.26940899	14.07429348	13.77188908	13.33476787	13.62933074	13.53635373	13.47787022
C12ORF11	C12ORF11	8.247345337	8.517204108	9.10105072	9.982362187	8.867310244	9.17776804	7.568109639	8.23933807
C12ORF12	C12ORF12	6.958498353	6.93088039	6.934221286	7.004284628	6.92872382	6.920848334	6.849322077	6.894578056
C12ORF23	C12ORF23	6.965264631	7.623727748	7.974079122	9.103001504	7.129415378	8.007937072	7.145439995	7.38218205
C12ORF24	C12ORF24	7.093392967	7.847173794	9.677153725	8.147887002	7.609161264	8.669606188	8.546447833	6.914065524
C12ORF26	C12ORF26	6.900538303	6.913417232	6.933467457	7.742953891	6.912059536	6.959577408	6.902581925	6.87467987
C12ORF27	C12ORF27	6.888469608	7.813519582	7.189201904	6.89790428	6.928047755	7.062994602	6.87213595	6.874627574
C12ORF28	C12ORF28	6.893648974	8.731669633	7.074606821	6.980725547	6.948736919	7.01896172	6.89438619	6.885116207
C12ORF29	C12ORF29	6.88501051	7.063240801	7.31549792	8.678618686	7.100761902	7.518418495	7.137127772	7.115299223
C12ORF30	C12ORF30	6.9956318	8.93491664	9.781239513	9.285537125	7.461918102	9.940080699	8.281915828	8.299730599
C12ORF31	C12ORF31	7.122778891	7.407468084	7.326452875	7.246558768	7.094973956	7.258819226	7.206911557	7.473956018
C12ORF32	C12ORF32	7.604669841	8.87165853	9.559997475	9.738677002	7.893338831	8.89461919	9.126308491	8.122137097
C12ORF34	C12ORF34	10.583229	10.06245487	11.17525561	10.70797492	10.08064559	9.536895132	10.59885331	10.60085877
C12ORF35	C12ORF35	9.958543973	10.80496266	8.32110581	8.111341336	9.850665683	8.562699253	9.714891493	10.0345701
C12ORF36	C12ORF36	9.820111028	6.975944842	10.04263028	7.529970996	7.594202165	7.411509151	8.306901856	7.163588462
C12ORF39	C12ORF39	6.927930348	6.926129496	7.006158601	6.932651252	6.94313282	6.961885207	6.982396657	6.875237207
C12ORF4	C12ORF4	7.179537762	7.215193609	7.393261381	8.302356504	7.142603955	7.805720155	7.182744356	6.922866099
C12ORF40	C12ORF40	7.051158135	7.101395805	6.978279983	7.013559169	7.094014188	7.009108294	7.170494732	7.281532837
C12ORF41	C12ORF41	9.922110088	11.46800562	12.1754724	12.41845026	10.97873739	12.06155876	11.29690308	11.29217191
C12ORF42	C12ORF42	6.907409919	6.978032701	6.930819461	6.908437022	6.904212533	6.935190166	6.975067493	6.87638438
C12ORF43	C12ORF43	9.148008101	9.441718344	11.2917344	9.877359221	8.833313094	9.580640415	9.799523919	9.887038445
C12ORF44	C12ORF44	10.13941668	9.688461845	10.07515185	11.26266605	9.779585175	10.45105339	9.533852389	10.18295151
C12ORF45	C12ORF45	7.225526633	7.561729527	8.435193755	7.965219818	7.269186817	8.044909005	7.163961919	7.185637181
C12ORF47	C12ORF47	10.85090823	12.98596186	12.29306847	13.03056322	11.64926916	12.35603114	12.571556	12.75315124
C12ORF48	C12ORF48	7.240333838	8.071608046	10.48947671	9.862052023	7.691474462	8.686141111	9.470259894	9.021774655
C12ORF49	C12ORF49	9.876419348	9.199784034	11.14753644	9.853134233	9.509687658	10.27795719	10.42820653	8.687839321
C12ORF5	C12ORF5	7.369989899	7.83384563	7.744503157	8.016804087	7.788231838	8.779139515	7.527996833	7.420957213
C12ORF50	C12ORF50	8.780330031	6.997467108	8.985670959	7.057448042	8.156315773	7.612369936	8.00076233	7.081344526
C12ORF51	C12ORF51	6.893648974	7.167050596	7.100587705	7.524298941	7.073265604	6.962543694	6.925357315	6.925240332
C12ORF52	C12ORF52	9.198532786	10.24004509	12.15161292	11.32171923	10.89385345	10.93802219	9.963245453	10.71461835
C12ORF53	C12ORF53	10.60436282	6.984380715	11.53873133	8.765431517	9.08117889	10.40082948	11.17510803	9.313517871
C12ORF54	C12ORF54	6.950028398	7.000447734	7.205740904	7.232202359	7.009882942	6.967142439	6.948744036	6.964534373
C12ORF57	C12ORF57	7.2050543	7.886777832	7.755290496	9.223214495	7.738732805	7.984813483	7.143593207	8.384426477
C12ORF59	C12ORF59	9.741058354	7.486478733	9.084384444	7.748990356	8.541648796	8.779139515	7.470777843	7.295206517
C12ORF60	C12ORF60	9.170232165	8.04573169	7.448005009	7.095683786	8.222072869	7.761128147	7.624869265	8.101529303
C12ORF61	C12ORF61	7.14779421	6.957110002	7.24507037	6.910071235	7.223389316	7.161399032	7.103443589	6.99255673
C12ORF62	C12ORF62	7.389037158	9.275246459	8.537255214	9.803451541	7.693965817	8.56911931	7.259992657	7.498649202
C12ORF63	C12ORF63	6.966954978	6.93088039	6.919689555	6.905248775	6.88680625	6.912879962	7.017753718	7.005075697
C12ORF64	C12ORF64	7.069682135	6.947479615	7.066895146	7.079104729	7.0613494	7.074854537	7.145439995	7.198456141
C12ORF65	C12ORF65	8.711079085	9.256956348	9.183967271	9.880833621	8.981439912	9.216443245	9.413433169	9.776319809
C12ORF66	C12ORF66	7.719467332	8.622321285	9.47463466	9.584448728	8.110324949	9.556471454	7.784264343	9.510276242
C12ORF67	C12ORF67	6.934742801	6.92144911	6.993294008	6.923841309	6.919333774	7.005919273	6.978742774	7.044651056
C12ORF68	C12ORF68	7.287336962	8.088513457	8.744559071	8.400567264	8.525431892	8.462430011	9.38165935	9.764928344
C12ORF69	C12ORF69	7.030969338	6.982250518	7.30555965	7.031943488	6.997101038	7.347162952	7.01431497	6.925240332
C12ORF72	C12ORF72	12.2741621	10.1857597	11.45227449	8.764440569	11.00469153	10.16788894	11.41213623	10.39744105
C12ORF73	C12ORF73	6.921104789	7.143449868	7.304685364	7.91452478	6.912717418	7.646011562	7.139899377	7.065205857
C12ORF74	C12ORF74	7.257768095	7.18198108	7.233917338	6.969925252	7.196175575	7.220148887	7.13897568	7.271335923
C12ORF76	C12ORF76	8.641765523	8.059288259	9.545267895	7.738400274	8.540752867	9.637782757	8.841119665	8.422836616
C12ORF77	C12ORF77	9.289630161	7.523399725	7.616468459	7.266150024	8.437645083	7.226334004	9.988480811	7.37866674
C12ORF8	C12ORF8	7.246806216	8.844241829	7.966662588	7.200745662	7.146702411	7.426139372	7.082987816	7.368133932
C13ORF1	C13ORF1	7.007416782	7.431000376	7.619933088	8.587038603	6.989299811	7.401863343	7.124152134	7.211422359
C13ORF15	C13ORF15	12.20988887	10.32661589	10.67840792	10.9923859	11.19614381	9.394342571	10.7704441	10.60586282
C13ORF16	C13ORF16	8.204272884	7.903200952	7.422667866	7.813558831	7.596694606	7.235303665	8.165740429	8.162832318
C13ORF18	C13ORF18	8.75361076	8.668658027	10.84130071	9.400875003	9.843454051	9.255842853	10.35210023	9.999483961
C13ORF23	C13ORF23	9.733296127	10.26941295	10.18139796	9.383921364	9.909615741	9.374718355	10.46322112	9.930699897
C13ORF26	C13ORF26	6.939844186	7.034235989	7.028203276	6.919980676	6.897732082	6.940253135	6.866484745	6.87890483
C13ORF27	C13ORF27	7.096807886	7.497678613	7.211571269	8.040600767	6.963784473	7.307760986	6.957634153	7.596443514
C13ORF28	C13ORF28	6.910839461	6.940607318	7.272610206	6.896978592	6.993182781	6.985367714	6.883332416	6.934114953
C13ORF3	C13ORF3	6.915976359	7.538721964	9.139745482	8.385063631	6.975604228	7.822504155	7.032405327	7.208167536
C13ORF30	C13ORF30	8.347118991	7.014977294	9.422407479	7.613238846	6.946627483	7.410886745	8.761957854	6.916162732
C13ORF31	C13ORF31	7.189213388	9.282635271	9.097554866	8.224836832	8.492424787	8.704633764	7.254509922	7.933693347
C13ORF33	C13ORF33	6.938144449	7.062361409	7.055995733	7.007547014	6.978610264	7.025927346	6.81408041	6.898874895
C13ORF34	C13ORF34	7.022558978	7.215193609	7.11915896	7.411874124	6.987756376	7.054862047	6.901221632	6.99255673
C13ORF35	C13ORF35	6.865889161	6.955159237	7.374492831	6.946620075	6.961603462	7.017058246	6.901221632	6.87463184
C13ORF36	C13ORF36	6.993947405	6.919134243	7.060566	6.930638533	6.97936506	7.01070081	6.962662403	6.916162732
C13ORF37	C13ORF37	7.275776966	7.640894199	9.401454544	8.171149826	7.661555317	8.860875539	7.45261666	7.449224357
C13ORF39	C13ORF39	7.2050543	6.92671943	7.245671268	7.019054762	6.955839449	7.115883623	7.566256376	7.086853366
C13ORF7	C13ORF7	10.62873175	8.914307635	10.54869099	9.527430073	10.34940017	10.47019288	8.980980751	9.42758009
C14ORF1	C14ORF1	6.853627158	7.062361409	6.930060147	6.950432744	7.028933256	6.986337133	7.081990366	6.893912759
C14ORF100	C14ORF100	6.948332642	6.925540664	6.954117801	7.010864866	7.159107869	6.983103176	7.035728825	6.888549867
C14ORF101	C14ORF101	6.965264631	9.7471286	8.113596513	7.780766669	8.365915639	9.125714986	7.808817084	9.170074436
C14ORF102	C14ORF102	10.3214582	12.79004201	11.78471495	12.53647227	12.25348572	12.56417647	12.81773281	12.99040884
