NAME	DESCRIPTION	Parental_cell_line_rep_1	Parental_cell_line_rep_2	Parental_cell_line_rep_3	Resistant_cell_line_rep_1	Resistant_cell_line_rep_2	Resistant_cell_line_rep_3
CHST10	CHST10	10.09955288	9.50421674	9.788881432	9.198688414	9.106207687	8.971374564
CHST11	CHST11	6.270180627	5.970987729	5.997744026	6.495806551	6.604657654	6.375012186
CHST12	CHST12	10.16062941	10.31980819	10.24210228	10.71524857	10.63979042	10.63206812
CHST13	CHST13	7.0650203	6.859932071	6.854245054	6.050158132	6.252209308	6.038949123
CHST14	CHST14	12.66771273	12.7422008	12.68665372	12.64514699	12.69217345	12.78374368
CHST15	CHST15	7.305147956	7.322682976	7.125155131	7.18408888	7.183413117	7.163969238
CHST2	CHST2	5.603537033	5.645682504	5.395748328	7.302789684	7.174446763	7.257162953
CHST3	CHST3	10.76000052	9.592595459	9.984276034	10.09499219	10.14909024	9.399546401
CHST4	CHST4	5.558042536	5.50510945	5.575917361	5.193926036	5.141299263	5.173769889
CHST5	CHST5	4.946787261	4.806872341	4.64385619	4.975012939	4.769982168	4.914530679
CHST6	CHST6	12.77896672	12.54524799	12.44648887	13.01357381	12.79154875	12.90937804
CHST7	CHST7	7.848569398	7.665255474	7.897240426	9.839179181	9.756418293	9.83916749
CHST8	CHST8	4.957554653	4.828000008	4.949534933	5.490076442	5.190142931	4.97343889
CHST9	CHST9	5.65423621	5.527940044	5.741466986	4.660666141	4.684321883	4.405364684
CHSY1	CHSY1	11.79624811	12.12387954	12.09308739	12.42584202	12.34861181	12.4264891
CHSY3	CHSY3	11.50449562	11.66608652	11.6021885	10.76375109	10.83222034	10.71206709
CHTF18	CHTF18	8.574603231	8.687012637	8.412781525	8.327354455	8.486594446	8.426109211
CHTF8	CHTF8	11.31047945	11.46240768	11.18295295	11.05935459	11.28745266	11.35629762
CHUK	CHUK	10.92624646	10.94079689	10.98270843	10.66051355	10.60989216	10.65565686
CHURC1	CHURC1	12.20510418	12.41216264	12.35504821	12.31198417	12.26891393	12.20041751
CHX10	CHX10	5.367906229	6.045619447	5.292781749	5.202104236	5.180484525	5.232678182
CIAO1	CIAO1	12.69446712	12.84756778	12.73623279	12.48869303	12.43922479	12.56891238
CIAPIN1	CIAPIN1	11.18554445	11.19188034	11.07407455	11.01818456	11.09359336	11.09447445
CIB1	CIB1	12.91828186	12.85805792	12.94178124	13.28670412	12.99583419	13.1003271
CIB2	CIB2	11.66116886	11.2673439	11.67701486	10.88969306	10.58760962	10.6461566
CIB3	CIB3	5.271175001	5.437737553	5.177917792	4.627436649	5.42291382	4.894463939
CIB4	CIB4	4.891783998	5.19763495	4.754887502	5.021105111	4.953583948	4.736784679
CIC	CIC	6.276410946	5.911497538	5.809928866	6.833523265	6.875645794	6.801500507
CICK0721Q.1	CICK0721Q.1	10.65075408	10.52668413	10.8659652	10.84042003	10.99293701	10.57552635
CIDEA	CIDEA	5.934829941	6.034579972	5.894817763	5.823175341	5.888930881	5.982372451
CIDEB	CIDEB	5.231503229	5.578751092	5.578938713	4.736186603	4.953583948	5.076583194
CIDEC	CIDEC	5.804850744	5.891881398	5.822730148	5.5099033	5.018284763	5.516417856
CIDECP	CIDECP	8.596472592	8.143767948	8.396176618	8.177497408	8.24505943	8.057041483
CIITA	CIITA	6.27226074	6.161294364	5.933100475	8.104490577	7.953574538	8.200892862
CILP	CILP	5.305556769	5.205780785	5.292781749	4.937263154	5.209296284	4.904524591
CILP2	CILP2	5.90763819	6.287817273	6.157852169	6.31689962	6.234431427	6.461479537
CINP	CINP	5.600089921	5.584972718	5.526694846	5.955014321	5.686021486	5.543039235
CIP29	CIP29	10.23650407	10.33349837	10.35160183	10.25940732	10.12311459	10.20557806
CIR1	CIR1	11.95765223	11.92948974	11.95503231	11.86736311	12.04954732	12.12074831
CIRBP	CIRBP	12.19973559	11.84728225	11.9619199	11.74588655	11.89278065	11.87521766
CIRH1A	CIRH1A	13.17948307	13.14266925	13.17122372	13.08483774	13.01525696	13.21700172
CISD1	CISD1	12.83660848	12.64486639	12.65336013	12.79884465	12.8924426	12.88475841
CISD2	CISD2	12.40266908	12.45620767	12.38111029	12.18423525	12.26329214	12.30642666
CISD3	CISD3	8.110196704	7.979757106	7.806066226	7.371621811	7.401536266	7.376514043
CISH	CISH	7.990091872	7.413910336	7.593204354	7.122708652	7.180299303	6.970568034
CIT	CIT	11.95997468	12.02357473	11.89739171	11.89125488	11.74927793	11.84357576
CITED1	CITED1	11.26705448	11.12732194	11.66262387	9.746335219	9.651403963	9.266067232
CITED2	CITED2	11.73751279	11.79253036	11.85728124	12.07803049	11.86540865	11.90249006
CITED4	CITED4	6.263920127	5.994053124	6.397460726	6.830326928	6.823475971	6.845633883
CIZ1	CIZ1	9.314561682	9.36944381	9.166916252	9.063360091	9.098196869	9.094477099
CKAP2	CKAP2	12.03173555	12.15062436	12.07370645	11.98008033	11.99543235	12.06835166
CKAP2L	CKAP2L	13.05019819	13.07235345	12.95070169	13.48350291	13.41069895	13.38984873
CKAP4	CKAP4	9.954556194	10.11327595	10.02278392	11.12579833	11.20018555	11.18530695
CKAP5	CKAP5	13.70771671	13.69362833	13.55585928	13.4505374	13.39556134	13.58331091
CKB	CKB	8.449512416	8.244818485	8.463933011	7.691390303	7.749957471	7.53096111
CKLF	CKLF	12.73581456	12.72457444	12.80994896	12.67561893	12.60826812	12.43487949
CKM	CKM	5.005087725	4.987096321	4.916476644	4.808975164	4.886660607	4.863951407
CKMT1A	CKMT1A	8.259812843	8.190879387	8.022367813	7.363795538	7.494241107	7.475488839
CKMT1B	CKMT1B	10.49323383	10.48834211	10.46076304	9.833592939	9.864491129	9.631111862
CKMT2	CKMT2	6.03831129	6.120402048	6.283551423	5.101103575	5.764496678	5.523127289
CKS1B	CKS1B	13.81201801	13.92156329	13.91130772	13.62433426	13.64696384	13.55167573
CKS2	CKS2	13.81190075	13.89675725	13.74903138	13.56770406	13.52113224	13.65092782
CLASP1	CLASP1	8.474978836	8.625978094	8.424166289	8.288679194	8.475997182	8.421888153
CLASP2	CLASP2	11.49082992	11.29875881	11.31684718	10.63816561	10.63384391	10.64687564
CLC	CLC	6.028322188	5.603470173	5.83541884	5.875578885	6.100066213	5.569090515
CLCA1	CLCA1	6.346958487	6.157262158	6.601399391	5.334827844	5.274646557	5.790227645
CLCA2	CLCA2	6.837543166	6.677640678	7.038918989	6.511777734	6.552089254	6.498047358
CLCA3	CLCA3	6.426806252	6.603967856	6.824004051	5.503328751	5.180484525	5.655944052
CLCA4	CLCA4	6.789980794	6.555868645	7.303780748	5.529422563	5.397785205	5.600870436
CLCC1	CLCC1	11.01563243	10.62942471	10.86472783	10.81452277	10.84977068	10.66687424
CLCF1	CLCF1	5.940201757	6.246992241	5.820178962	10.40601096	10.47871092	10.65198915
CLCN1	CLCN1	4.823075656	4.508174964	4.733354341	5.135473019	4.696765906	4.62424258
CLCN2	CLCN2	8.636906647	8.676536705	8.476948673	8.184984346	8.273824288	8.262846145
CLCN3	CLCN3	12.50931808	12.54090346	12.44403133	12.31270625	12.22808274	12.3824196
CLCN4	CLCN4	10.61322197	10.6896628	10.57506646	10.38268193	10.30848992	10.61565127
CLCN5	CLCN5	12.08553508	12.15978416	11.96430476	11.77943394	11.79331511	11.84121677
CLCN6	CLCN6	11.9019119	11.78598439	12.01056307	11.73091465	11.82726082	11.47464748
CLCN7	CLCN7	13.07599458	13.27150829	13.15944565	12.91197299	12.81111133	12.87593664
CLCNKA	CLCNKA	5.124986307	5.392142087	5.452858965	6.004019443	5.894470533	5.509672054
CLCNKB	CLCNKB	4.541657309	4.696575917	4.478971805	4.908428417	5.091054278	4.758562271
CLDN1	CLDN1	9.224576469	9.156533777	9.292781749	8.953141143	8.687734777	8.9539712
CLDN10	CLDN10	5.630808644	5.677955097	5.840463234	5.304644434	5.719400618	5.649957097
CLDN11	CLDN11	9.194685294	9.256968417	9.297604133	11.10860851	11.16731436	11.1032396
CLDN12	CLDN12	12.13733045	12.11558186	12.15497629	12.16769137	12.12633297	12.11994014
CLDN14	CLDN14	10.62399982	10.91608585	11.13884774	9.628682876	9.329659658	9.635887287
CLDN15	CLDN15	9.922933262	10.03648818	10.17878932	9.729135146	9.791381129	9.712913679
CLDN16	CLDN16	7.681697089	8.002072984	8.093285504	7.186579317	7.208189447	7.282886444
CLDN17	CLDN17	7.597492309	6.502812558	7.687900522	5.875578885	5.25623947	5.46141713
CLDN18	CLDN18	8.039599794	7.954064042	8.344295908	6.164019343	5.0076526	6.160870538
CLDN19	CLDN19	6.168442485	6.406456926	6.026800059	6.079436764	6.340673102	6.300127856
CLDN2	CLDN2	5.828389591	5.518201478	5.968090752	7.364207128	7.296529966	7.41406387
CLDN20	CLDN20	9.010439711	8.782284674	8.852061279	7.827772086	7.985538612	7.906021292
CLDN23	CLDN23	10.05987714	10.10603314	10.01206579	8.91712063	9.085256894	9.024332358
CLDN3	CLDN3	4.596690915	4.565282401	4.62058641	4.704161554	4.420230148	4.589256383
CLDN4	CLDN4	6.127265983	6.095239502	6.277984747	6.567693167	6.666105229	6.509062783
CLDN5	CLDN5	5.115352578	5.249779203	5.169925001	4.547819894	4.595233443	4.64724797
CLDN6	CLDN6	4.433084385	4.774616591	4.64385619	5.193926036	5.111322827	5.240913592
CLDN7	CLDN7	5.481270925	5.156204305	4.827819025	5.011982598	4.875285523	5.147834417
CLDN8	CLDN8	6.672505398	6.643414933	6.949534933	5.950793545	5.463844709	5.795447197
CLDN9	CLDN9	5.167583397	5.311463229	5.057450272	5.349686079	5.679226415	5.691188111
CLDND1	CLDND1	12.42205292	12.50626717	12.3433523	12.51290939	12.47330002	12.46315276
CLDND2	CLDND2	7.906635749	7.82073211	8.145677455	7.848296709	7.67454553	7.675909606
CLEC10A	CLEC10A	5.005087725	5.047164177	4.94016675	5.218333731	5.170771248	5.58826179
CLEC11A	CLEC11A	7.738090691	7.939008266	7.869748051	7.692198075	7.752098295	7.673306312
CLEC12A	CLEC12A	7.532685958	7.465232249	8.178415874	5.902893326	5.738958026	6.377348804
CLEC12B	CLEC12B	6.780249078	7.08398483	7.274261661	5.803339194	5.471890538	6.084335372
CLEC14A	CLEC14A	5.158222284	4.98237311	5.197708158	6.516986676	6.622648052	6.540692421
CLEC16A	CLEC16A	10.41456278	10.3837347	10.51717725	10.51321483	10.52577061	10.5797548
CLEC17A	CLEC17A	5.53653317	5.292470983	5.217230716	5.622560313	5.807742897	5.679568109
CLEC18C	CLEC18C	5.025745061	4.968112596	4.99095486	5.870941443	5.42291382	5.562630506
CLEC1A	CLEC1A	6.29287968	6.677640678	6.753551055	5.057123345	5.579782659	5.637884928
CLEC1B	CLEC1B	5.647583292	5.77038719	6.100136671	4.898715857	4.953583948	4.64724797
CLEC2B	CLEC2B	8.281597001	8.665098637	8.73470962	8.598475124	8.534633314	8.346491416
CLEC2D	CLEC2D	10.78170343	10.99887	10.84768379	10.76501739	10.71761791	10.95684261
CLEC3A	CLEC3A	6.050691573	6.432861986	6.314696526	5.65201535	5.23762196	5.121475449
CLEC3B	CLEC3B	4.76339753	5.139295445	5.044394119	4.965649301	5.111322827	5.1390955
CLEC4A	CLEC4A	8.108260426	8.250812452	8.348728154	8.421225807	8.282136149	8.492538541
CLEC4C	CLEC4C	5.462358264	5.491892898	5.385431037	5.297000124	5.414585609	5.130309266
CLEC4D	CLEC4D	5.822543789	5.933223708	5.902073579	5.751854563	6.069149335	5.58826179
CLEC4E	CLEC4E	6.652592195	6.640637076	7.150762744	5.762371986	5.758169092	6.050554025
CLEC4F	CLEC4F	6.023298965	5.778482491	5.773468928	6.064940227	6.027559125	5.637884928
CLEC4G	CLEC4G	5.305556769	5.249779203	5.125155131	5.34227625	5.363601497	5.55613541
CLEC4GP1	CLEC4GP1	4.751182856	4.889660394	4.666756592	5.34227625	5.25623947	5.085658975
CLEC4M	CLEC4M	5.753408728	5.44118438	5.209453366	6.336655151	6.334527858	6.116639638
CLEC5A	CLEC5A	5.842892649	5.597332033	6.23457796	4.956236638	4.931526685	4.853669296
CLEC6A	CLEC6A	5.904887997	5.876976331	6.053111336	5.592322701	4.964519815	5.447291744
CLEC7A	CLEC7A	5.982406168	6.389676027	6.063934306	5.169134924	4.920404618	5.389241507
CLEC9A	CLEC9A	6.977484009	6.846977014	7.153805336	5.751854563	5.623401828	5.790227645
CLECL1	CLECL1	6.917621361	6.762577874	7.01234519	5.312249157	5.101217181	5.313068519
CLGN	CLGN	5.529289253	5.683741217	5.64385619	4.888952338	5.228233604	5.575515614
CLIC1	CLIC1	12.91483907	13.00170117	12.84327334	13.08614865	13.08443791	13.14043865
CLIC2	CLIC2	6.65875273	6.685720893	6.785288981	5.99204619	6.069149335	6.137398933
CLIC3	CLIC3	4.5486411	4.752724882	4.738767837	4.616242582	4.434148234	4.018202758
CLIC4	CLIC4	12.57972647	12.58198896	12.70804925	12.92782418	12.82943021	12.81322385
CLIC5	CLIC5	5.737895848	5.624739454	5.703211467	4.671626183	5.091054278	5.468422858
CLIC6	CLIC6	7.782701858	7.534058607	7.706668682	7.209290532	7.271143237	7.222401864
CLINT1	CLINT1	11.32938699	11.23396326	11.2903069	11.65628688	11.64397251	11.58821037
CLIP1	CLIP1	10.88071144	10.97493551	10.95419631	10.8875042	11.00861469	10.86909626
CLIP2	CLIP2	8.35409341	8.171980866	8.133399125	9.040013687	8.996159009	8.914606867
CLIP3	CLIP3	10.66825522	10.46180077	10.91333824	11.81852743	11.81596806	11.99554821
CLIP4	CLIP4	10.02569429	10.42072397	10.21589696	9.761107314	9.824748363	9.816315729
CLK1	CLK1	12.25116922	12.65503236	12.73078853	12.50267824	12.28794707	12.3721345
CLK2	CLK2	12.60036899	12.54580464	12.423825	12.67973222	12.60403339	12.51672126
CLK2P	CLK2P	9.224150699	9.69002479	9.357552005	9.207589205	9.148580635	9.43172678
CLK3	CLK3	11.56356304	11.38762813	11.52952816	11.46067957	11.45763449	11.31656813
CLK4	CLK4	7.020865046	7.096702643	7.087462841	7.230205485	7.276589876	7.263378419
CLLU1	CLLU1	5.719041989	5.60040454	5.820178962	5.312249157	5.209296284	5.190828398
CLLU1OS	CLLU1OS	6.319201036	6.273119528	6.48703608	5.5099033	5.63760479	5.673710339
CLMN	CLMN	9.770524741	9.933966603	9.582706527	10.0528117	9.901386115	10.75865094
CLN3	CLN3	8.236341735	7.582186186	8.065550771	7.357214755	7.452599985	7.199937034
CLN5	CLN5	11.92411625	11.73176627	11.78920758	11.86709879	11.75000396	11.72824173
CLN6	CLN6	9.747907911	9.422025689	9.542451531	8.237739069	8.425304549	8.294752577
CLN8	CLN8	8.33064446	8.329403838	8.141085319	8.315178328	8.243227607	8.249535089
CLNK	CLNK	5.204447233	5.143541106	5.193771743	5.126947583	5.0076526	5.076583194
CLNS1A	CLNS1A	13.8545649	13.84132753	13.87121221	13.49078663	13.48406591	13.59794058
CLOCK	CLOCK	6.647952066	6.878544555	6.569855608	7.068149422	7.170141716	7.11569878
CLP1	CLP1	11.20111186	11.11372269	11.20927058	11.0757585	11.11371036	11.1039733
CLPB	CLPB	8.912749251	8.719962957	8.790185563	8.53782286	8.51254157	8.593817147
CLPP	CLPP	9.612188867	9.409844973	9.907491593	9.719620925	9.918533391	9.659056515
CLPS	CLPS	5.195317077	5.100518083	5.121015401	4.682528547	4.84077417	5.1390955
CLPTM1	CLPTM1	11.39581248	11.43401496	11.36112133	11.55141534	11.30864512	11.42391329
CLPTM1L	CLPTM1L	8.136054503	7.975346159	7.951284715	7.500069064	7.599356551	7.473695762
CLPX	CLPX	12.12640116	12.16681204	12.10391066	11.82887607	11.90647753	11.91945635
CLRN1	CLRN1	6.546374155	6.589581189	7.14363831	5.407599361	5.218791806	5.396635454
CLRN1OS	CLRN1OS	7.422434572	7.999183663	7.824640581	6.204254584	5.699491802	6.23864879
CLRN2	CLRN2	5.271175001	5.060685425	5.061776198	4.303330227	4.201862277	4.64724797
CLRN3	CLRN3	5.443189881	5.147774427	5.432959407	5.057123345	5.228233604	5.433013117
CLSPN	CLSPN	9.771416813	9.986704478	9.639340709	9.730817424	9.620324039	9.817382351
CLSTN1	CLSTN1	13.11760187	13.12702387	13.15541911	13.27923827	13.30316318	13.26965694
CLSTN2	CLSTN2	6.978676432	6.731867636	7.11997861	6.336655151	6.154388589	6.568752305
CLSTN3	CLSTN3	9.447953177	9.561378192	9.639702468	9.660560193	9.619431891	9.725057369
CLTA	CLTA	13.69753499	13.70384471	13.75877495	13.72842729	13.62598613	13.7152561
CLTB	CLTB	11.98783581	11.83290606	11.95764622	12.34450519	12.27575594	12.37159565
CLTC	CLTC	9.420605395	9.539512446	9.548821908	9.503934924	9.667057505	9.611871913
CLTCL1	CLTCL1	4.984145097	5.416876948	5.083213368	6.392153308	6.699516436	6.455458958
CLU	CLU	5.415912737	5.356037612	5.224966365	5.476685375	5.78943135	5.351668071
CLUAP1	CLUAP1	14.0631213	14.11118392	14.17065274	14.05764434	14.13812643	14.16335374
CLUL1	CLUL1	7.749071395	7.825146919	7.815703503	7.267338447	7.31625531	7.39795036
CLVS2	CLVS2	6.402618008	6.267564791	6.368069877	5.535861414	5.406209487	5.418579633
CLYBL	CLYBL	11.42832599	11.3775169	11.55314928	10.57502934	10.61806923	10.70507338
CMA1	CMA1	4.984145097	4.774616591	4.817623258	4.937263154	5.02885716	4.811975775
CMAH	CMAH	7.605451645	7.78939994	7.834154981	9.772322926	9.402513189	9.359970603
CMAS	CMAS	12.74886874	12.92347913	12.67202749	12.84726325	12.94028511	13.03855523
CMBL	CMBL	12.30857467	12.52264042	12.37392548	12.20376932	11.95203141	12.25977989
CMC1	CMC1	10.07879235	10.19691081	10.31458324	9.948183655	10.16997023	10.07643379
CMIP	CMIP	12.53783632	12.50686277	12.31585715	12.82534854	12.8565532	12.82999143
CMKLR1	CMKLR1	5.110512314	4.879557857	5.205548911	9.177821063	8.938471433	9.128695748
CMPK1	CMPK1	12.30638823	12.42360865	12.28765467	12.85477948	12.81836109	12.9791646
CMPK2	CMPK2	7.84082079	7.297155681	7.382840144	8.436186455	8.412366885	8.536106287
CMTM1	CMTM1	7.729628375	7.805720123	7.533719071	7.816874246	7.504609387	7.793260777
CMTM2	CMTM2	5.01027853	5.45829246	5.185866545	5.567556315	5.738958026	5.736416963
CMTM3	CMTM3	12.38641927	12.3734409	12.42153891	12.38971467	12.32575294	12.28702056
CMTM4	CMTM4	11.74946093	11.82216382	11.7534257	11.56257163	11.5981559	11.7631959
CMTM5	CMTM5	5.076185078	5.189442996	5.03562391	5.364390793	5.503613895	5.281431312
CMTM6	CMTM6	12.64517248	12.84338058	12.68827217	12.73242588	12.66999891	12.91253151
CMTM7	CMTM7	12.88749841	12.79101236	12.69744545	12.3613269	12.45865429	12.33782191
CMTM8	CMTM8	12.19943339	11.90427931	12.20933151	12.02538437	11.99635362	12.02253597
CMYA3	CMYA3	5.8600899	5.767677805	6.246027981	5.628513325	5.42291382	5.637884928
CMYA5	CMYA5	9.431196826	9.222895748	9.200898605	7.167824428	7.174055881	7.164889015
CNBD1	CNBD1	7.77390544	7.930907012	8.015693807	6.637750069	6.456750497	6.765020954
CNBP	CNBP	14.03443132	14.01700675	14.07716621	14.02569368	14.00688239	14.02249051
CNDP1	CNDP1	6.168442485	6.447481375	6.312882955	6.141333295	6.302856155	5.758297605
CNDP2	CNDP2	13.33320508	13.32250798	13.23685133	13.10250603	13.05989309	13.09528165
CNFN	CNFN	6.219227269	6.050009416	5.984133595	6.038879499	6.39051903	6.137398933
CNGA1	CNGA1	7.118375434	6.954756219	7.031218731	6.192128242	6.189798615	6.302782523
CNGA2	CNGA2	5.613827119	5.706641198	6.046578367	4.714892844	4.461752134	4.692507382
CNGA3	CNGA3	5.392110374	5.213880972	5.314696526	5.135473019	5.265469178	5.076583194
CNGA4	CNGA4	5.208991215	5.352376016	5.300123725	5.529422563	5.725958547	5.607123618
CNGB1	CNGB1	8.394339763	8.710301311	8.759888183	8.104841753	8.257844605	8.012068672
CNGB3	CNGB3	6.626070794	6.457136601	6.675251386	5.371686069	5.0076526	5.418579633
CNIH	CNIH	12.89547511	13.08286177	12.96267915	13.18507692	13.02114265	13.35062743
CNIH2	CNIH2	8.02054579	8.29897795	7.692092375	7.392280717	7.309527242	7.61737989
CNIH3	CNIH3	11.33153421	11.25555406	11.02852771	11.42323398	11.56396656	11.44777205
CNIH4	CNIH4	12.93477585	12.74043764	12.58934685	12.43958513	12.69113217	12.64299439
CNKSR1	CNKSR1	6.082342965	6.132804421	5.807354922	6.853650015	6.708145123	6.772001701
CNKSR2	CNKSR2	5.492498262	5.527940044	5.762880293	6.802843136	6.897888137	6.907584727
CNKSR3	CNKSR3	9.099266306	9.167384859	9.106170317	9.038431927	9.005391261	8.933885395
CNN1	CNN1	6.113246102	5.945141336	6.14363831	6.954271466	6.9480239	6.87478927
CNN2	CNN2	11.96652875	11.94687484	12.01503168	12.46703262	12.44775527	12.51033814
CNN3	CNN3	13.81685628	13.88551662	13.98448967	13.93918475	14.01860546	14.09646142
CNNM1	CNNM1	9.099730479	9.187212739	9.041659152	9.377584661	9.369921217	9.365764717
CNNM2	CNNM2	9.603115657	9.417623459	9.560332834	9.652246906	9.517870724	9.598340385
CNNM3	CNNM3	10.9565065	11.03718683	10.91886324	10.7770738	10.71431134	10.64354727
CNNM4	CNNM4	9.990774653	10.13379532	9.979425195	10.57520834	10.57888835	10.56049285
CNO	CNO	10.17122605	10.26898356	10.4152136	10.19244312	10.32420045	10.19216779
CNOT1	CNOT1	11.92565269	11.96688797	11.90801726	11.88051838	11.73700237	11.6950504
CNOT10	CNOT10	11.94706454	11.99609842	11.91546862	11.68107323	11.63636932	11.65478589
CNOT2	CNOT2	11.64602518	11.55012124	11.64345037	11.69397001	11.47581967	11.49051242
CNOT3	CNOT3	10.95678849	11.03892375	10.92132028	11.04974094	11.14733319	11.10197145
CNOT4	CNOT4	12.11458675	12.10579413	11.95237725	12.01917322	12.040406	11.94634659
CNOT6	CNOT6	11.57642666	11.69960486	11.53362175	11.28194181	11.3636156	11.55599065
CNOT6L	CNOT6L	11.19443396	11.34802951	11.41066334	11.25282584	11.13533217	11.24460812
CNOT7	CNOT7	12.88846992	12.87647032	12.87914287	12.77737422	12.89802898	13.00448843
CNOT8	CNOT8	10.78611813	10.87177231	10.89246692	11.00891138	11.03174549	10.98060174
CNP	CNP	9.179176691	9.289906526	9.26185986	8.588864882	8.553621512	8.740298299
CNPY1	CNPY1	6.937484094	7.062169146	7.277054876	5.414670731	4.986207687	5.667820512
CNPY2	CNPY2	10.66298277	10.82299968	10.87221314	10.8612867	10.87621061	10.82105813
CNPY3	CNPY3	11.20423008	11.4249118	10.99703831	10.99448597	11.06073931	11.07039588
CNPY4	CNPY4	11.52021458	11.37163448	11.19315571	11.52183447	11.58846818	11.64026298
CNR1	CNR1	5.235964578	5.181204444	4.892391026	5.039208078	5.699491802	5.489214543
CNR2	CNR2	4.506274346	4.315825993	4.584962501	4.197985533	4.671807906	4.493080696
CNRIP1	CNRIP1	11.21699516	11.2113724	11.22019692	11.42318287	11.40678143	11.45195872
CNTD1	CNTD1	6.953394249	6.910478224	6.998872454	6.727424676	6.749759251	6.708914982
CNTD2	CNTD2	5.2225397	5.31523154	5.43629512	5.746553803	5.916299383	5.607123618
CNTF	CNTF	9.177858475	9.406473943	9.081616583	8.784667181	8.915273503	9.152209265
CNTFR	CNTFR	5.762631374	6.202898052	6.14974712	5.866279233	5.843384967	5.667820512
CNTLN	CNTLN	8.887358539	9.038209533	9.00814846	8.569511282	8.502396086	8.581197557
CNTN1	CNTN1	9.178517733	9.373078268	9.521796711	7.571918908	7.477872054	7.733159845
CNTN2	CNTN2	4.989407888	5.359689778	5.205548911	4.888952338	4.942586349	5.002181449
CNTN3	CNTN3	7.867442599	7.446135208	8.144148367	6.195180529	5.978757066	6.109583951
CNTN4	CNTN4	6.136529501	5.921197687	6.093813673	4.714892844	4.516042471	4.904524591
CNTN5	CNTN5	5.893829703	6.018967408	6.534497434	5.28931602	4.986207687	5.199288879
CNTN6	CNTN6	5.061229598	4.785445059	4.827819025	4.660666141	5.209296284	5.468422858
CNTNAP1	CNTNAP1	10.64929396	10.78768781	10.59105477	11.34537843	11.21165763	11.34058878
CNTNAP2	CNTNAP2	7.209816121	7.274497828	7.442114122	5.828068261	5.372220914	5.40398965
CNTNAP3	CNTNAP3	6.717297785	6.883155645	6.327328083	7.707514909	7.59717917	7.797451523
CNTNAP4	CNTNAP4	6.760557485	6.993334785	7.327328083	5.735867533	5.899976948	5.912428901
CNTNAP5	CNTNAP5	7.587288303	7.446135208	8.067703244	6.446560493	6.189798615	6.542390085
CNTROB	CNTROB	8.789875635	8.239601916	8.298291731	8.802864538	8.914468551	8.543791918
COASY	COASY	12.70915244	12.66069949	12.53138146	12.71824053	12.8371677	12.73719088
COBL	COBL	5.110512314	4.94888316	5.031218731	5.59843374	5.777038789	5.831185078
COBLL1	COBLL1	12.59087867	12.54886239	12.52799007	12.30180889	12.08853737	12.27824852
COBRA1	COBRA1	9.60592578	9.533957387	9.430661623	9.406848903	9.380717941	9.527001243
COCH	COCH	8.77795768	8.783909582	8.741129869	9.243374202	9.025239539	9.220772775
COG1	COG1	11.27158595	11.34171403	11.23930017	11.29687393	11.25992493	11.55386704
COG2	COG2	11.75408084	11.93143559	11.93047863	11.63647867	11.65683004	11.55727323
COG3	COG3	11.78379541	11.94466919	11.85677565	12.10984918	12.16941081	12.1317155
COG4	COG4	8.831776733	8.613505147	8.418274294	8.389752558	8.548488558	8.325872209
COG5	COG5	12.31942936	12.23456945	12.29869268	12.48652933	12.37550205	12.32648592
COG6	COG6	12.20711975	12.21409046	12.15643075	12.42584202	12.44199822	12.4117993
COG7	COG7	6.65875273	6.202898052	6.429615964	7.003084918	7.098487798	6.93859966
COG8	COG8	8.11887397	8.075504175	7.930145948	7.753099777	7.836951427	7.899151854
COIL	COIL	12.04320364	11.79322998	11.9333956	11.71314655	11.7453997	11.78525899
COL10A1	COL10A1	5.355649702	5.147774427	5.725195817	4.627436649	4.392159605	4.954015674
COL11A1	COL11A1	7.2265453	7.05816225	7.649615459	6.42628639	6.223538238	6.576693336
COL11A2	COL11A2	7.067243212	7.299648532	6.623515741	7.041172001	7.04322189	6.929400034
COL12A1	COL12A1	6.02581298	6.018967408	5.61176256	6.778731975	6.911071317	6.772988886
COL13A1	COL13A1	5.660857001	5.786528941	5.827819025	10.53559552	11.00652981	11.0343155
COL14A1	COL14A1	6.455962816	6.508987755	6.387155718	6.739893479	6.879048774	6.692372187
COL15A1	COL15A1	13.09599745	13.04070903	13.06682919	12.57704457	12.61464219	12.63799308
COL16A1	COL16A1	9.09321833	9.275463203	9.15304529	9.901848324	10.12852397	9.926862056
COL17A1	COL17A1	5.492498262	5.508394048	5.722466024	6.985057517	7.014600694	7.021670777
COL18A1	COL18A1	10.52134942	9.900897411	10.16264309	11.60812751	11.7247467	11.59115326
COL19A1	COL19A1	6.253418117	6.143050749	6.364572432	6.628410115	6.699516436	6.552450278
COL1A1	COL1A1	5.330819875	5.420375294	5.329123596	11.16805374	11.08514807	11.13172532
COL1A2	COL1A2	7.924108057	7.60133505	7.947198584	10.31307044	10.43325752	10.28497055
COL20A1	COL20A1	7.41068458	7.540260457	7.799605422	6.860368961	6.914088059	6.777887816
COL21A1	COL21A1	7.580684259	7.348508165	7.93191939	5.955014321	5.557394334	6.058193391
COL22A1	COL22A1	6.932547799	7.002799958	6.994353437	6.714540369	6.673953762	6.512680589
COL23A1	COL23A1	4.840541137	4.939174462	4.944858446	5.503328751	5.495751584	5.649957097
COL24A1	COL24A1	7.604730161	7.712395019	7.719046504	6.914037074	6.975373682	7.009504847
